X_Block	Y_Block	X	Y	Feature_ID	Reporter_ID	Nucleic_acid_type	Reporter_chr_coords	Composite	Composite_chr_coords
1	1	144	61	11787	A_25_P00013697	miRNA	[hcmv:hcmv|NC_001347.5:221412-221425:-]	hcmv-miR-US33|MI0001686	[hcmv:hcmv|NC_001347.5:221406-221475:-]
1	1	144	62	11788	A_25_P00013928	miRNA	"[36.3:3:52303326-52303347:-,36.3:12:96481744-96481765:+]"	"hsa-miR-135a-1|MI0000452,hsa-miR-135a-2|MI0000453"	"[36.3:3:52303275-52303364:-,36.3:12:96481721-96481820:+]"
1	1	144	63	11789	A_25_P00010402	miRNA	[36.3:19:10690106-10690119:+]	hsa-miR-638|MI0003653	[36.3:19:10690080-10690179:+]
1	1	144	64	11790	A_25_P00010756	miRNA	[36.3:11:110889390-110889408:+]	hsa-miR-34c|MI0000743	[36.3:11:110889374-110889450:+]
1	1	144	65	11791	A_25_P00010328	miRNA	[36.3:19:58885963-58885981:+]	hsa-miR-520a|MI0003149	[36.3:19:58885947-58886031:+]
1	1	144	67	11793	A_25_P00012116	miRNA	[36.3:2:56063659-56063674:-]	hsa-miR-217|MI0000293	[36.3:2:56063606-56063715:-]
1	1	144	68	11794	A_25_P00011010	miRNA	[36.3:1:1093128-1093142:+]	hsa-miR-200a|MI0000737	[36.3:1:1093106-1093195:+]
1	1	144	69	11795	A_25_P00013214	miRNA	[36.3:9:21502120-21502138:-]	hsa-miR-31|MI0000089	[36.3:9:21502114-21502184:-]
1	1	144	70	11796	A_25_P00010668	miRNA	[36.3:16:760252-760264:+]	hsa-miR-662|MI0003670	[36.3:16:760184-760278:+]
1	1	144	71	11797	A_25_P00011790	miRNA	[ebv:ebv|NC_007605.1:146776-146793:+]	ebv-miR-BART8|MI0003730	[ebv:ebv|NC_007605.1:146759-146840:+]
1	1	144	72	11798	A_25_P00012735	miRNA	[36.3:4:110629363-110629378:+]	hsa-miR-576|MI0003583	[36.3:4:110629303-110629400:+]
1	1	144	73	11799	A_25_P00010996	miRNA	[36.3:11:558112-558126:-]	hsa-miR-210|MI0000286	[36.3:11:558089-558198:-]
1	1	144	74	11800	A_25_P00011698	miRNA	[kshv:kshv|NC_003409.1:119338-119350:-]	kshv-miR-K12-9|MI0002477	[kshv:kshv|NC_003409.1:119300-119365:-]
1	1	144	76	11802	A_25_P00011235	miRNA	[36.3:15:39771138-39771153:+]	hsa-miR-626|MI0003640	[36.3:15:39771075-39771168:+]
1	1	144	78	11804	A_25_P00011246	miRNA	[36.3:21:36014903-36014922:+]	hsa-miR-802|MI0003906	[36.3:21:36014883-36014976:+]
1	1	144	79	11805	A_25_P00013470	miRNA	[36.3:21:25868208-25868226:+]	hsa-miR-155|MI0000681	[36.3:21:25868163-25868227:+]
1	1	144	80	11806	A_25_P00010387	miRNA	[36.3:10:104186271-104186288:+]	hsa-miR-146b|MI0003129	[36.3:10:104186259-104186331:+]
1	1	144	81	11807	dmr_6_21	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	145	2	11810	A_25_P00010875	miRNA	[36.3:3:49033068-49033083:-]	hsa-miR-191|MI0000465	[36.3:3:49033055-49033146:-]
1	1	145	3	11811	A_25_P00012784	miRNA	[36.3:12:52714028-52714039:+]	hsa-miR-615|MI0003628	[36.3:12:52714001-52714096:+]
1	1	145	4	11812	A_25_P00011839	miRNA	[ebv:ebv|NC_007605.1:148383-148395:+]	ebv-miR-BART20|MI0004993	[ebv:ebv|NC_007605.1:148319-148417:+]
1	1	145	5	11813	A_25_P00011006	miRNA	"[36.3:1:218358171-218358185:-,36.3:11:64415452-64415466:-]"	"hsa-miR-194-1|MI0000488,hsa-miR-194-2|MI0000732"	"[36.3:1:218358122-218358206:-,36.3:11:64415403-64415487:-]"
1	1	145	6	11814	A_25_P00013346	miRNA	[36.3:X:45490593-45490613:-]	hsa-miR-221|MI0000298	[36.3:X:45490529-45490638:-]
1	1	145	7	11815	A_25_P00012520	miRNA	"[36.3:19:58874120-58874140:+,36.3:19:58880126-58880146:+]"	"hsa-miR-515-1|MI0003144,hsa-miR-515-2|MI0003147"	"[36.3:19:58874069-58874151:+,36.3:19:58880075-58880157:+]"
1	1	145	8	11816	A_25_P00011045	miRNA	[36.3:X:49661090-49661104:+]	hsa-miR-501|MI0003185	[36.3:X:49661070-49661153:+]
1	1	145	9	11817	A_25_P00012102	miRNA	[36.3:18:31738796-31738808:-]	hsa-miR-187|MI0000274	[36.3:18:31738779-31738887:-]
1	1	145	10	11818	A_25_P00011696	miRNA	[kshv:kshv|NC_003409.1:119338-119352:-]	kshv-miR-K12-9|MI0002477	[kshv:kshv|NC_003409.1:119300-119365:-]
1	1	145	11	11819	A_25_P00010460	miRNA	[36.3:X:49664608-49664625:+]	hsa-miR-660|MI0003684	[36.3:X:49664589-49664685:+]
1	1	145	12	11820	A_25_P00012411	miRNA	[36.3:7:27175672-27175690:-]	hsa-miR-196b|MI0001150	[36.3:7:27175624-27175707:-]
1	1	145	13	11821	A_25_P00010093	miRNA	[36.3:12:93752338-93752356:+]	hsa-miR-492|MI0003131	[36.3:12:93752305-93752420:+]
1	1	145	15	11823	A_25_P00010248	miRNA	[36.3:15:70666677-70666693:+]	hsa-miR-630|MI0003644	[36.3:15:70666612-70666708:+]
1	1	145	16	11824	A_25_P00011008	miRNA	"[36.3:19:58926126-58926143:+,36.3:19:58934455-58934472:+]"	"hsa-miR-518a-1|MI0003170,hsa-miR-518a-2|MI0003173"	"[36.3:19:58926072-58926156:+,36.3:19:58934399-58934485:+]"
1	1	145	17	11825	A_25_P00012053	miRNA	"[36.3:17:44064893-44064912:-,36.3:12:52671815-52671834:+]"	"hsa-miR-196a-1|MI0000238,hsa-miR-196a-2|MI0000279"	"[36.3:17:44064851-44064920:-,36.3:12:52671789-52671898:+]"
1	1	145	18	11826	A_25_P00010115	miRNA	[36.3:14:100595897-100595916:+]	hsa-miR-154|MI0000480	[36.3:14:100595845-100595928:+]
1	1	145	19	11827	A_25_P00010963	miRNA	[36.3:6:52121748-52121766:+]	hsa-miR-133b|MI0000822	[36.3:6:52121680-52121798:+]
1	1	145	20	11828	A_25_P00011121	miRNA	[36.3:1:34907802-34907821:-]	hsa-miR-552|MI0003557	[36.3:1:34907787-34907882:-]
1	1	145	21	11829	A_25_P00012120	miRNA	[36.3:6:33283662-33283672:+]	hsa-miR-219-1|MI0000296	[36.3:6:33283590-33283699:+]
1	1	145	22	11830	A_25_P00013132	miRNA	[36.3:9:95978517-95978533:+]	hsa-let-7f-1|MI0000067	[36.3:9:95978450-95978536:+]
1	1	145	23	11831	A_25_P00010632	miRNA	[36.3:4:334009-334026:+]	hsa-miR-571|MI0003578	[36.3:4:333946-334041:+]
1	1	145	24	11832	A_25_P00011283	miRNA	[36.3:5:53283151-53283169:-]	hsa-miR-581|MI0003588	[36.3:5:53283091-53283186:-]
1	1	145	25	11833	A_25_P00010635	miRNA	[36.3:5:148422129-148422144:-]	hsa-miR-584|MI0003591	[36.3:5:148422069-148422165:-]
1	1	145	26	11834	A_25_P00013829	miRNA	"[hsv1:hsv1|NC_001806.1:119230-119240:-,hsv1:hsv1|NC_001806.1:7131-7141:+]"	"hsv1-miR-LAT_DEAD|MI0006105,hsv1-miR-LAT_DEAD|MI0006105"	"[hsv1:hsv1|NC_001806.1:119220-119276:+,hsv1:hsv1|NC_001806.1:7095-7151:-]"
1	1	145	27	11835	A_25_P00010134	miRNA	[36.3:12:53017333-53017350:+]	hsa-miR-148b|MI0000811	[36.3:12:53017267-53017365:+]
1	1	145	28	11836	A_25_P00010269	miRNA	[36.3:14:100601600-100601612:+]	hsa-miR-412|MI0002464	[36.3:14:100601537-100601627:+]
1	1	145	29	11837	A_25_P00010830	miRNA	[36.3:7:92951195-92951211:-]	hsa-miR-489|MI0003124	[36.3:7:92951184-92951267:-]
1	1	145	30	11838	A_25_P00011364	miRNA	[36.3:4:24130973-24130991:-]	hsa-miR-573|MI0003580	[36.3:4:24130913-24131011:-]
1	1	145	31	11839	A_25_P00014828	miRNA	"[36.3:19:10789105-10789123:-,36.3:1:170380317-170380335:-,36.3:9:130046845-130046863:-]"	"hsa-miR-199a-1|MI0000242,hsa-miR-199a-2|MI0000281,hsa-miR-199b|MI0000282"	"[36.3:19:10789102-10789172:-,36.3:1:170380298-170380407:-,36.3:9:130046821-130046930:-]"
1	1	145	32	11840	A_25_P00011968	miRNA	[36.3:14:100562164-100562182:+]	hsa-miR-758|MI0003757	[36.3:14:100562110-100562197:+]
1	1	145	34	11842	A_25_P00010697	miRNA	[36.3:19:58875025-58875040:+]	hsa-miR-519e|MI0003145	[36.3:19:58875006-58875089:+]
1	1	145	36	11844	A_25_P00012195	miRNA	[36.3:17:43469539-43469553:-]	hsa-miR-152|MI0000462	[36.3:17:43469526-43469612:-]
1	1	145	37	11845	A_25_P00012471	miRNA	[36.3:1:175265133-175265151:-]	hsa-miR-488|MI0003123	[36.3:1:175265122-175265204:-]
1	1	145	38	11846	A_25_P00010452	miRNA	[36.3:2:32610785-32610802:+]	hsa-miR-558|MI0003564	[36.3:2:32610724-32610817:+]
1	1	145	39	11847	dmr_316_21	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	145	40	11848	A_25_P00011049	miRNA	[36.3:7:5501991-5502004:-]	hsa-miR-589|MI0003599	[36.3:7:5501976-5502074:-]
1	1	145	41	11849	A_25_P00011038	miRNA	[36.3:X:146119963-146119978:-]	hsa-miR-506|MI0003193	[36.3:X:146119930-146120053:-]
1	1	145	43	11851	A_25_P00015009	miRNA	[36.3:12:55874562-55874574:+]	hsa-miR-1228|MI0006318	[36.3:12:55874554-55874626:+]
1	1	145	44	11852	A_25_P00013549	miRNA	[36.3:1:203684074-203684086:-]	hsa-miR-135b|MI0000810	[36.3:1:203684053-203684149:-]
1	1	145	45	11853	A_25_P00012547	miRNA	[36.3:19:58892657-58892671:+]	hsa-miR-525|MI0003152	[36.3:19:58892599-58892683:+]
1	1	145	46	11854	A_25_P00012918	miRNA	[36.3:5:137011170-137011181:-]	hsa-miR-874|MI0005532	[36.3:5:137011160-137011237:-]
1	1	145	47	11855	A_25_P00014922	miRNA	[36.3:16:2080265-2080276:-]	hsa-miR-1225|MI0006311	[36.3:16:2080197-2080286:-]
1	1	145	48	11856	A_25_P00010656	miRNA	[36.3:7:73243480-73243500:+]	hsa-miR-590|MI0003602	[36.3:7:73243464-73243560:+]
1	1	145	49	11857	A_25_P00013496	miRNA	[36.3:19:56887731-56887742:+]	hsa-miR-99b|MI0000746	[36.3:19:56887677-56887746:+]
1	1	145	50	11858	A_25_P00011462	miRNA	[36.3:8:100618055-100618071:-]	hsa-miR-599|MI0003611	[36.3:8:100618040-100618134:-]
1	1	145	51	11859	A_25_P00010683	miRNA	[36.3:8:135886344-135886356:-]	hsa-miR-30d|MI0000255	[36.3:8:135886301-135886370:-]
1	1	145	52	11860	A_25_P00010911	miRNA	[36.3:17:62213716-62213733:+]	hsa-miR-634|MI0003649	[36.3:17:62213652-62213748:+]
1	1	145	53	11861	A_25_P00011265	miRNA	[36.3:22:36570240-36570256:-]	hsa-miR-658|MI0003682	[36.3:22:36570225-36570324:-]
1	1	145	54	11862	A_25_P00013422	miRNA	[36.3:17:24212727-24212747:-]	hsa-miR-144|MI0000460	[36.3:17:24212677-24212762:-]
1	1	145	55	11863	A_25_P00010199	miRNA	[36.3:14:100602054-100602071:+]	hsa-miR-410|MI0002465	[36.3:14:100602002-100602081:+]
1	1	145	56	11864	A_25_P00012462	miRNA	[36.3:11:2111948-2111965:-]	hsa-miR-483|MI0002467	[36.3:11:2111940-2112015:-]
1	1	145	57	11865	A_25_P00010507	miRNA	[36.3:7:136238534-136238550:+]	hsa-miR-490|MI0003125	[36.3:7:136238454-136238581:+]
1	1	145	58	11866	A_25_P00010248	miRNA	[36.3:15:70666677-70666693:+]	hsa-miR-630|MI0003644	[36.3:15:70666612-70666708:+]
1	1	145	59	11867	A_25_P00010438	miRNA	[36.3:22:20337648-20337664:+]	hsa-miR-130b|MI0000748	[36.3:22:20337593-20337674:+]
1	1	145	60	11868	A_25_P00013276	miRNA	[36.3:7:127635213-127635230:+]	hsa-miR-129-1|MI0000252	[36.3:7:127635161-127635232:+]
1	1	145	61	11869	A_25_P00010894	miRNA	[36.3:X:85045342-85045357:-]	hsa-miR-361|MI0000760	[36.3:X:85045297-85045368:-]
1	1	145	63	11871	A_25_P00011673	miRNA	[hcmv:hcmv|NC_001347.5:197043-197056:+]	hcmv-miR-US5-1|MI0001682	[hcmv:hcmv|NC_001347.5:196994-197059:+]
1	1	145	64	11872	A_25_P00012548	miRNA	[36.3:19:58892656-58892671:+]	hsa-miR-525|MI0003152	[36.3:19:58892599-58892683:+]
1	1	145	65	11873	A_25_P00013977	miRNA	[36.3:20:56826111-56826125:-]	hsa-miR-296|MI0000747	[36.3:20:56826065-56826144:-]
1	1	145	66	11874	A_25_P00010699	miRNA	[36.3:9:130046883-130046903:-]	hsa-miR-199b|MI0000282	[36.3:9:130046821-130046930:-]
1	1	145	67	11875	A_25_P00013500	miRNA	[36.3:22:20337610-20337625:+]	hsa-miR-130b|MI0000748	[36.3:22:20337593-20337674:+]
1	1	145	68	11876	A_25_P00013207	miRNA	[36.3:7:130212085-130212104:-]	hsa-miR-29a|MI0000087	[36.3:7:130212046-130212109:-]
1	1	145	69	11877	A_25_P00011814	miRNA	"[kshv:kshv|NC_003409.1:117970-117981:-,kshv:kshv|NC_003409.1:117970-117981:-]"	"kshv-miR-K12-10a|MI0002472,kshv-miR-K12-10b|MI0002473"	"[kshv:kshv|NC_003409.1:117967-118036:-,kshv:kshv|NC_003409.1:117967-118036:-]"
1	1	145	71	11879	A_25_P00011315	miRNA	[36.3:16:70349861-70349878:-]	hsa-miR-768_DEAD|MI0005117	[36.3:16:70349796-70349899:-]
1	1	145	72	11880	A_25_P00010709	miRNA	"[36.3:19:58861798-58861816:+,36.3:19:58864282-58864300:+]"	"hsa-miR-512-1|MI0003140,hsa-miR-512-2|MI0003141"	"[36.3:19:58861745-58861828:+,36.3:19:58864223-58864320:+]"
1	1	145	74	11882	A_25_P00014876	miRNA	"[36.3:19:58889478-58889493:+,36.3:19:58901338-58901353:+,36.3:19:58902540-58902555:+,36.3:19:58903831-58903846:+,36.3:19:58922000-58922015:+,36.3:19:58929964-58929979:+]"	"hsa-miR-526b|MI0003150,hsa-miR-526a-1|MI0003157,hsa-miR-520c|MI0003158,hsa-miR-518c|MI0003159,hsa-miR-526a-2|MI0003168,hsa-miR-518d|MI0003171"	"[36.3:19:58889459-58889541:+,36.3:19:58901318-58901402:+,36.3:19:58902519-58902605:+,36.3:19:58903801-58903901:+,36.3:19:58921988-58922052:+,36.3:19:58929943-58930029:+]"
1	1	145	76	11884	A_25_P00010220	miRNA	[36.3:5:54502171-54502190:-]	hsa-miR-449a|MI0001648	[36.3:5:54502117-54502207:-]
1	1	145	77	11885	A_25_P00013587	miRNA	[36.3:10:134911067-134911086:-]	hsa-miR-202|MI0003130	[36.3:10:134911006-134911115:-]
1	1	145	78	11886	A_25_P00013597	miRNA	[36.3:16:14305347-14305359:+]	hsa-miR-193b|MI0003137	[36.3:16:14305325-14305407:+]
1	1	145	79	11887	A_25_P00013808	miRNA	[ebv:ebv|NC_007605.1:147324-147342:+]	ebv-miR-BART10|MI0003732	[ebv:ebv|NC_007605.1:147304-147393:+]
1	1	145	80	11888	A_25_P00012588	miRNA	[36.3:19:58915219-58915236:+]	hsa-miR-520d|MI0003164	[36.3:19:58915162-58915248:+]
1	1	145	81	11889	A_25_P00012343	miRNA	[36.3:5:179374967-179374984:-]	hsa-miR-340|MI0000802	[36.3:5:179374909-179375003:-]
1	1	145	82	11890	A_25_P00010114	miRNA	[36.3:14:100582600-100582616:+]	hsa-miR-487b|MI0003530	[36.3:14:100582545-100582628:+]
1	1	146	3	11893	A_25_P00010158	miRNA	[36.3:14:100418047-100418060:+]	hsa-miR-433|MI0001723	[36.3:14:100417976-100418068:+]
1	1	146	4	11894	A_25_P00013087	miRNA	[36.3:8:145590216-145590228:-]	hsa-miR-939|MI0005761	[36.3:8:145590172-145590253:-]
1	1	146	5	11895	A_25_P00014916	miRNA	[36.3:X:73355147-73355165:-]	hsa-miR-374b|MI0005566	[36.3:X:73355107-73355178:-]
1	1	146	6	11896	A_25_P00013977	miRNA	[36.3:20:56826111-56826125:-]	hsa-miR-296|MI0000747	[36.3:20:56826065-56826144:-]
1	1	146	7	11897	A_25_P00011004	miRNA	"[36.3:20:3846193-3846210:+,36.3:5:167920487-167920504:-]"	"hsa-miR-103-2|MI0000108,hsa-miR-103-1|MI0000109"	"[36.3:20:3846141-3846218:+,36.3:5:167920479-167920556:-]"
1	1	146	8	11898	A_25_P00011050	miRNA	[36.3:7:5501991-5502005:-]	hsa-miR-589|MI0003599	[36.3:7:5501976-5502074:-]
1	1	146	9	11899	A_25_P00013089	miRNA	[36.3:16:2261818-2261828:+]	hsa-miR-940|MI0005762	[36.3:16:2261749-2261842:+]
1	1	146	10	11900	A_25_P00011004	miRNA	"[36.3:20:3846193-3846210:+,36.3:5:167920487-167920504:-]"	"hsa-miR-103-2|MI0000108,hsa-miR-103-1|MI0000109"	"[36.3:20:3846141-3846218:+,36.3:5:167920479-167920556:-]"
1	1	146	11	11901	A_25_P00011826	miRNA	[kshv:kshv|NC_003409.1:121889-121904:-]	kshv-miR-K12-1|MI0002475	[kshv:kshv|NC_003409.1:121847-121913:-]
1	1	146	12	11902	A_25_P00012134	miRNA	[36.3:X:150877759-150877778:-]	hsa-miR-224|MI0000301	[36.3:X:150877706-150877786:-]
1	1	146	13	11903	A_25_P00014914	miRNA	[36.3:3:10411215-10411231:-]	hsa-miR-885|MI0005560	[36.3:3:10411173-10411246:-]
1	1	146	14	11904	A_25_P00013690	miRNA	[kshv:kshv|NC_003409.1:121586-121597:-]	kshv-miR-K12-3|MI0002483	[kshv:kshv|NC_003409.1:121544-121613:-]
1	1	146	15	11905	A_25_P00013561	miRNA	[36.3:X:133508340-133508352:-]	hsa-miR-424|MI0001446	[36.3:X:133508310-133508407:-]
1	1	146	16	11906	A_25_P00010982	miRNA	[36.3:4:113788791-113788810:-]	hsa-miR-302a|MI0000738	[36.3:4:113788788-113788856:-]
1	1	146	17	11907	A_25_P00013803	miRNA	[ebv:ebv|NC_007605.1:146815-146829:+]	ebv-miR-BART8|MI0003730	[ebv:ebv|NC_007605.1:146759-146840:+]
1	1	146	18	11908	A_25_P00010088	miRNA	"[36.3:9:95978457-95978477:+,36.3:X:53600932-53600952:-]"	"hsa-let-7f-1|MI0000067,hsa-let-7f-2|MI0000068"	"[36.3:9:95978450-95978536:+,36.3:X:53600878-53600960:-]"
1	1	146	19	11909	A_25_P00013337	miRNA	[36.3:4:20139072-20139084:+]	hsa-miR-218-1|MI0000294	[36.3:4:20138996-20139105:+]
1	1	146	20	11910	A_25_P00014215	miRNA	[36.3:3:169752397-169752416:+]	hsa-miR-551b|MI0003575	[36.3:3:169752336-169752431:+]
1	1	146	21	11911	A_25_P00010328	miRNA	[36.3:19:58885963-58885981:+]	hsa-miR-520a|MI0003149	[36.3:19:58885947-58886031:+]
1	1	146	22	11912	A_25_P00012282	miRNA	[36.3:11:110888927-110888943:+]	hsa-miR-34b|MI0000742	[36.3:11:110888873-110888956:+]
1	1	146	23	11913	A_25_P00012316	miRNA	[36.3:14:100575825-100575842:+]	hsa-miR-376c|MI0000776	[36.3:14:100575780-100575845:+]
1	1	146	24	11914	A_25_P00011422	miRNA	[36.3:12:12808914-12808929:+]	hsa-miR-613|MI0003626	[36.3:12:12808850-12808944:+]
1	1	146	25	11915	A_25_P00012035	miRNA	[36.3:7:129201815-129201836:-]	hsa-miR-96|MI0000098	[36.3:7:129201768-129201845:-]
1	1	146	26	11916	A_25_P00010432	miRNA	[36.3:16:15644666-15644680:+]	hsa-miR-484|MI0002468	[36.3:16:15644652-15644730:+]
1	1	146	27	11917	A_25_P00010560	miRNA	[36.3:19:58870833-58870850:+]	hsa-miR-520e|MI0003143	[36.3:19:58870777-58870863:+]
1	1	146	28	11918	A_25_P00011704	miRNA	[ebv:ebv|NC_007605.1:148782-148799:+]	ebv-miR-BART14|MI0003736	[ebv:ebv|NC_007605.1:148731-148815:+]
1	1	146	29	11919	A_25_P00012431	miRNA	[36.3:X:133131780-133131798:-]	hsa-miR-18b|MI0001518	[36.3:X:133131737-133131807:-]
1	1	146	30	11920	NC2_00122731	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	146	31	11921	A_25_P00012519	miRNA	"[36.3:19:58874121-58874140:+,36.3:19:58880127-58880146:+]"	"hsa-miR-515-1|MI0003144,hsa-miR-515-2|MI0003147"	"[36.3:19:58874069-58874151:+,36.3:19:58880075-58880157:+]"
1	1	146	32	11922	A_25_P00011242	miRNA	[36.3:12:56199273-56199289:-]	hsa-miR-616|MI0003629	[36.3:12:56199213-56199309:-]
1	1	146	33	11923	A_25_P00014861	miRNA	[36.3:11:2111987-2112001:-]	hsa-miR-483|MI0002467	[36.3:11:2111940-2112015:-]
1	1	146	34	11924	A_25_P00012230	miRNA	[36.3:14:100590794-100590805:+]	hsa-miR-134|MI0000474	[36.3:14:100590777-100590849:+]
1	1	146	35	11925	A_25_P00013318	miRNA	[36.3:19:13846584-13846598:+]	hsa-miR-181c|MI0000271	[36.3:19:13846513-13846622:+]
1	1	146	36	11926	A_25_P00013226	miRNA	[36.3:13:90801585-90801601:+]	hsa-miR-92a-1|MI0000093	[36.3:13:90801569-90801646:+]
1	1	146	37	11927	A_25_P00011969	miRNA	[36.3:14:100562165-100562182:+]	hsa-miR-758|MI0003757	[36.3:14:100562110-100562197:+]
1	1	146	38	11928	A_25_P00013546	miRNA	[36.3:5:179374925-179374945:-]	hsa-miR-340|MI0000802	[36.3:5:179374909-179375003:-]
1	1	146	39	11929	A_25_P00012430	miRNA	[36.3:X:133131780-133131797:-]	hsa-miR-18b|MI0001518	[36.3:X:133131737-133131807:-]
1	1	146	40	11930	A_25_P00013565	miRNA	[36.3:3:49032596-49032608:-]	hsa-miR-425|MI0001448	[36.3:3:49032585-49032671:-]
1	1	146	41	11931	A_25_P00012469	miRNA	[36.3:8:41637118-41637134:-]	hsa-miR-486|MI0002470	[36.3:8:41637116-41637183:-]
1	1	146	43	11933	A_25_P00012610	miRNA	[36.3:19:58946332-58946351:+]	hsa-miR-522|MI0003177	[36.3:19:58946277-58946363:+]
1	1	146	44	11934	A_25_P00013537	miRNA	[36.3:14:100558205-100558220:+]	hsa-miR-379|MI0000787	[36.3:14:100558156-100558222:+]
1	1	146	45	11935	A_25_P00011764	miRNA	[kshv:kshv|NC_003409.1:119945-119957:-]	kshv-miR-K12-8|MI0002478	[kshv:kshv|NC_003409.1:119943-120012:-]
1	1	146	46	11936	A_25_P00011866	miRNA	[kshv:kshv|NC_003409.1:120580-120593:-]	kshv-miR-K12-11|MI0002474	[kshv:kshv|NC_003409.1:120576-120646:-]
1	1	146	47	11937	A_25_P00012554	miRNA	[36.3:19:58893509-58893525:+]	hsa-miR-523|MI0003153	[36.3:19:58893451-58893537:+]
1	1	146	48	11938	A_25_P00011721	miRNA	[kshv:kshv|NC_003409.1:120796-120812:-]	kshv-miR-K12-6|MI0002480	[kshv:kshv|NC_003409.1:120761-120822:-]
1	1	146	49	11939	A_25_P00012711	miRNA	[36.3:1:160578979-160578996:+]	hsa-miR-556|MI0003562	[36.3:1:160578960-160579054:+]
1	1	146	50	11940	A_25_P00011750	miRNA	[hcmv:hcmv|NC_001347.5:221447-221457:-]	hcmv-miR-US33|MI0001686	[hcmv:hcmv|NC_001347.5:221406-221475:-]
1	1	146	51	11941	A_25_P00010799	miRNA	[36.3:20:26136879-26136891:-]	hsa-miR-663|MI0003672	[36.3:20:26136822-26136914:-]
1	1	146	52	11942	A_25_P00012375	miRNA	[36.3:8:141811904-141811919:-]	hsa-miR-151|MI0000809	[36.3:8:141811845-141811934:-]
1	1	146	53	11943	NC2_00122731	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	146	54	11944	A_25_P00011943	miRNA	[36.3:19:14501421-14501437:+]	hsa-miR-639|MI0003654	[36.3:19:14501355-14501452:+]
1	1	146	55	11945	A_25_P00012126	miRNA	[36.3:X:45491386-45491398:-]	hsa-miR-222|MI0000299	[36.3:X:45491365-45491474:-]
1	1	146	56	11946	A_25_P00010154	miRNA	[36.3:17:7067385-7067400:-]	hsa-miR-324|MI0000813	[36.3:17:7067340-7067422:-]
1	1	146	57	11947	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	146	58	11948	A_25_P00011832	miRNA	[ebv:ebv|NC_007605.1:147585-147595:+]	ebv-miR-BART11|MI0003733	[ebv:ebv|NC_007605.1:147524-147609:+]
1	1	146	59	11949	dmr_3_16	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	146	60	11950	A_25_P00010989	miRNA	[36.3:7:99529130-99529147:-]	hsa-miR-25|MI0000082	[36.3:7:99529119-99529202:-]
1	1	146	62	11952	A_25_P00013928	miRNA	"[36.3:3:52303326-52303347:-,36.3:12:96481744-96481765:+]"	"hsa-miR-135a-1|MI0000452,hsa-miR-135a-2|MI0000453"	"[36.3:3:52303275-52303364:-,36.3:12:96481721-96481820:+]"
1	1	146	63	11953	A_25_P00010503	miRNA	[36.3:1:207672141-207672155:+]	hsa-miR-205|MI0000285	[36.3:1:207672101-207672210:+]
1	1	146	64	11954	A_25_P00012999	miRNA	[36.3:6:30660095-30660107:+]	hsa-miR-877|MI0005561	[36.3:6:30660088-30660173:+]
1	1	146	65	11955	A_25_P00011125	miRNA	[36.3:X:133503060-133503080:-]	hsa-miR-542|MI0003686	[36.3:X:133503037-133503133:-]
1	1	146	66	11956	A_25_P00010933	miRNA	[36.3:3:115518072-115518090:-]	hsa-miR-568|MI0003574	[36.3:3:115518012-115518106:-]
1	1	146	67	11957	A_25_P00014822	miRNA	[36.3:9:21502157-21502173:-]	hsa-miR-31|MI0000089	[36.3:9:21502114-21502184:-]
1	1	146	68	11958	A_25_P00013045	miRNA	[36.3:3:198885766-198885780:-]	hsa-miR-922|MI0005714	[36.3:3:198885764-198885844:-]
1	1	146	69	11959	A_25_P00010643	miRNA	[36.3:9:125204667-125204682:-]	hsa-miR-601|MI0003614	[36.3:9:125204625-125204703:-]
1	1	146	70	11960	A_25_P00013825	miRNA	"[hiv1:hiv1|NC_001802.1:9012-9015,9017-9023:+]"	hiv1-miR-H1|MI0006106	[hiv1:hiv1|NC_001802.1:9002-9075:+]
1	1	146	71	11961	A_25_P00012678	miRNA	"[36.3:X:146149760-146149775:-,36.3:X:146147985-146148000:-,36.3:X:146148872-146148887:-]"	"hsa-miR-509-1|MI0003196,hsa-miR-509-2|MI0005530,hsa-miR-509-3|MI0005717"	"[36.3:X:146149742-146149835:-,36.3:X:146147970-146148060:-,36.3:X:146148862-146148936:-]"
1	1	146	72	11962	A_25_P00011625	miRNA	[36.3:7:127509177-127509188:+]	hsa-miR-593|MI0003605	[36.3:7:127509149-127509248:+]
